Species	BAN001.A0101.SG1.1_10M	BAN001.A0102.SG1.4_10M	CDM019.A0101.SG1.1_10M	CDM019.A0102.SG1.4_10M	CDM020.A0101.SG1.1_10M	CDM020.A0102.SG1.4_10M	FUM001.A0101.SG1.1_10M	FUM001.A0102.SG1.4_10M	FUM002.A0101.SG1.1_10M	FUM002.A0102.SG1.5_10M	FUM003.A0101.SG1.1_10M	FUM003.A0102.SG1.4_10M	GDN001.A0101.SG1.1_10M	GDN001.A0102.SG1.3_10M	GOY005.A0101.SG1.2_10M	GOY005.A0103.SG1.4_10M	GOY006.A0101.SG1.2_10M	GOY006.A0102.SG1.5_10M	GUE001.A0101.SG1.1_10M	GUE001.A0102.SG1.4_10M	PES001.B0101.SG1.3_10M	PES001.B0102.SG1.5_10M	SPM002.A0101.SG1.1_10M	SPM002.A0103.SG1.4_10M	VLD001.A0101.SG1.1_10M	VLD001.A0102.SG1.2_10M	ZAF001.A0101.SG1.1_10M	ZAF001.A0103.SG1.4_10M	BAN001.A0101.SG1.1_10M_over50bp	BAN001.A0101.SG1.1_10M_under50bp	BAN001.A0102.SG1.4_10M_over50bp	BAN001.A0102.SG1.4_10M_under50bp	CDM019.A0101.SG1.1_10M_over50bp	CDM019.A0101.SG1.1_10M_under50bp	CDM019.A0102.SG1.4_10M_over50bp	CDM019.A0102.SG1.4_10M_under50bp	CDM020.A0101.SG1.1_10M_over50bp	CDM020.A0101.SG1.1_10M_under50bp	CDM020.A0102.SG1.4_10M_over50bp	CDM020.A0102.SG1.4_10M_under50bp	FUM001.A0101.SG1.1_10M_over50bp	FUM001.A0101.SG1.1_10M_under50bp	FUM001.A0102.SG1.4_10M_over50bp	FUM001.A0102.SG1.4_10M_under50bp	FUM002.A0101.SG1.1_10M_over50bp	FUM002.A0101.SG1.1_10M_under50bp	FUM002.A0102.SG1.5_10M_over50bp	FUM002.A0102.SG1.5_10M_under50bp	FUM003.A0101.SG1.1_10M_over50bp	FUM003.A0101.SG1.1_10M_under50bp	FUM003.A0102.SG1.4_10M_over50bp	FUM003.A0102.SG1.4_10M_under50bp	GDN001.A0101.SG1.1_10M_over50bp	GDN001.A0101.SG1.1_10M_under50bp	GDN001.A0102.SG1.3_10M_over50bp	GDN001.A0102.SG1.3_10M_under50bp	GOY005.A0101.SG1.2_10M_over50bp	GOY005.A0101.SG1.2_10M_under50bp	GOY005.A0103.SG1.4_10M_over50bp	GOY005.A0103.SG1.4_10M_under50bp	GOY006.A0101.SG1.2_10M_over50bp	GOY006.A0101.SG1.2_10M_under50bp	GOY006.A0102.SG1.5_10M_over50bp	GOY006.A0102.SG1.5_10M_under50bp	GUE001.A0101.SG1.1_10M_over50bp	GUE001.A0101.SG1.1_10M_under50bp	GUE001.A0102.SG1.4_10M_over50bp	GUE001.A0102.SG1.4_10M_under50bp	PES001.B0101.SG1.3_10M_over50bp	PES001.B0101.SG1.3_10M_under50bp	PES001.B0102.SG1.5_10M_over50bp	PES001.B0102.SG1.5_10M_under50bp	SPM002.A0101.SG1.1_10M_over50bp	SPM002.A0101.SG1.1_10M_under50bp	SPM002.A0103.SG1.4_10M_over50bp	SPM002.A0103.SG1.4_10M_under50bp	VLD001.A0101.SG1.1_10M_over50bp	VLD001.A0101.SG1.1_10M_under50bp	VLD001.A0102.SG1.2_10M_over50bp	VLD001.A0102.SG1.2_10M_under50bp	ZAF001.A0101.SG1.1_10M_over50bp	ZAF001.A0101.SG1.1_10M_under50bp	ZAF001.A0103.SG1.4_10M_over50bp	ZAF001.A0103.SG1.4_10M_under50bp
Kocuria rosea	148	23	1	1	4	1	29	6	19	2	108	19	8	6	11	1	373	77	19	1	10	1	33	4	40	13	200	28	79	69	7	16	0	1	1	0	2	2	1	0	19	10	4	2	12	7	1	1	84	24	15	4	7	1	2	4	9	2	0	1	281	92	42	35	11	8	0	1	4	6	1	0	30	3	0	4	23	17	4	9	141	59	13	15
Lachnoanaerobaculum gingivalis	1	2	64	147	246	437	5	4	57	110	7	8	8	17	83	59	56	58	0	0	76	122	2	0	4	3	2	2	1	0	0	2	54	10	118	29	196	50	328	109	5	0	2	2	32	25	63	47	3	4	3	5	6	2	11	6	43	40	34	25	40	16	38	20	0	0	0	0	62	14	88	34	2	0	0	0	4	0	2	1	2	0	2	0
Lachnoanaerobaculum saburreum	0	5	150	365	423	841	44	14	21	69	10	7	36	31	64	69	85	91	0	0	91	120	0	0	6	1	102	28	0	0	1	4	120	30	289	76	347	76	648	193	32	12	9	5	9	12	38	31	4	6	5	2	18	18	17	14	41	23	34	35	55	30	55	36	0	0	0	0	84	7	88	32	0	0	0	0	5	1	1	0	93	9	24	4
Lachnoanaerobaculum sp000209465	0	0	344	820	5633	10075	21	11	292	542	15	12	24	18	589	538	211	278	0	0	189	293	0	0	16	11	11	1	0	0	0	0	293	51	673	147	4257	1376	7465	2610	17	4	6	5	158	134	276	266	10	5	1	11	13	11	9	9	360	229	252	286	151	60	151	127	0	0	0	0	151	38	196	97	0	0	0	0	15	1	9	2	8	3	1	0
Lacticaseibacillus paracasei	2111	832	0	1	1	1	16	0	1	1	12	3	3	0	19	7	20	15	0	0	0	0	152	9	5	1	12	3	1536	575	345	487	0	0	1	0	0	1	1	0	16	0	0	0	0	1	1	0	11	1	2	1	3	0	0	0	10	9	3	4	13	7	7	8	0	0	0	0	0	0	0	0	146	6	6	3	5	0	1	0	10	2	1	2
Lactococcus cremoris	5	6	0	1	1	1	353	72	2	1	12	3	16	1	528	126	60	49	21	4	11	4	92	12	36	27	42	18	4	1	2	4	0	0	1	0	1	0	1	0	322	31	66	6	1	1	1	0	10	2	3	0	16	0	0	1	498	30	98	28	54	6	32	17	21	0	4	0	9	2	2	2	80	12	6	6	27	9	8	19	40	2	9	9
Lampropedia sp003703475	0	0	16	6	295	173	9	0	24	8	74	23	3	4	255	43	130	44	1	0	43	21	0	0	4	1	2	0	0	0	0	0	12	4	6	0	214	81	109	64	7	2	0	0	16	8	5	3	45	29	11	12	1	2	3	1	184	71	21	22	84	46	24	20	1	0	0	0	40	3	13	8	0	0	0	0	4	0	1	0	2	0	0	0
Lautropia dentalis	31	3	40	17	1077	479	64	5	53	32	160	41	9	0	2244	457	391	127	6	0	616	271	4	0	14	3	174	19	17	14	0	3	27	13	7	10	832	245	322	157	56	8	3	2	25	28	11	21	134	26	22	19	9	0	0	0	1215	1029	191	266	209	182	56	71	6	0	0	0	404	212	127	144	0	4	0	0	11	3	2	1	128	46	11	8
Lautropia mirabilis	14	5	2480	971	70776	29834	428	54	1746	956	900	293	22	2	62093	12140	10226	4041	50	0	21055	9532	69	11	83	22	167	13	10	4	3	2	1943	537	644	327	56703	14073	20490	9344	241	187	21	33	921	825	384	572	450	450	80	213	22	0	1	1	35112	26981	5049	7091	6104	4122	1778	2263	34	16	0	0	14533	6522	5029	4503	60	9	6	5	56	27	12	10	125	42	5	8
Lawsonella clevelandensis A	37	10	3	0	2	2	22226	5184	248	160	5820	1777	339	47	3504	183	816	231	4970	435	145	94	11748	704	1870	485	2641	416	33	4	5	5	2	1	0	0	1	1	0	2	18124	4102	3475	1709	225	23	117	43	5172	648	1274	503	326	13	31	16	3334	170	131	52	728	88	157	74	4458	512	293	142	140	5	75	19	10971	777	461	243	1438	432	257	228	1962	679	218	198
Lawsonella sp018376445	5	2	4	1	1	2	283	11	9	2	82	14	26	2	17	2	21	4	3	0	5	0	7	1	44	6	3974	346	5	0	0	2	3	1	0	1	1	0	2	0	230	53	8	3	8	1	0	2	75	7	12	2	15	11	0	2	15	2	0	2	18	3	2	2	3	0	0	0	4	1	0	0	7	0	1	0	30	14	2	4	3086	888	179	167
Lelliottia amnigena	13684	3307	1	0	1	3	0	1	1	0	5	0	0	0	4	2	4	4	0	0	3	3	17	0	0	0	3	0	9639	4045	1419	1888	1	0	0	0	1	0	0	3	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	4	0	2	0	3	1	2	2	0	0	0	0	2	1	2	1	14	3	0	0	0	0	0	0	0	3	0	0
Lelliottia nimipressuralis	13	0	1	0	2	0	4	1	0	0	0	0	0	0	7	1	1	0	0	0	1947	960	0	0	0	1	7	0	6	7	0	0	1	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	1888	59	819	141	0	0	0	0	0	0	0	1	3	4	0	0
Leptotrichia buccalis	0	1	1426	3247	1221	2513	6	5	6	12	0	1	11	1	149	175	66	103	0	0	87	127	0	0	13	3	12	7	0	0	0	1	973	453	2178	1069	823	398	1772	741	4	2	4	1	3	3	9	3	0	0	0	1	6	5	1	0	82	67	79	96	44	22	50	53	0	0	0	0	66	21	67	60	0	0	0	0	12	1	1	2	8	4	6	1
Leptotrichia hofstadii	0	0	115	202	279	513	1	0	2	2	0	0	0	0	146	206	20	48	0	0	18	46	5	0	1	1	15	10	0	0	0	0	79	36	124	78	195	84	365	148	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	80	66	105	101	16	4	24	24	0	0	0	0	14	4	26	20	5	0	0	0	1	0	0	1	14	1	4	6
Leptotrichia massiliensis	0	0	114	280	964	1919	10	6	27	43	5	1	0	0	471	618	40	92	0	0	31	71	3	0	6	5	26	16	0	0	0	0	71	43	184	96	689	275	1395	524	8	2	2	4	16	11	25	18	3	2	1	0	0	0	0	0	264	207	284	334	28	12	46	46	0	0	0	0	21	10	39	32	3	0	0	0	6	0	1	4	20	6	13	3
Leptotrichia sp013394795	0	0	192	404	153	305	4	0	3	6	0	0	0	1	110	100	15	30	0	0	29	37	0	0	0	0	6	5	0	0	0	0	140	52	270	134	104	49	223	82	4	0	0	0	3	0	6	0	0	0	0	0	0	0	1	0	68	42	43	57	8	7	13	17	0	0	0	0	18	11	28	9	0	0	0	0	0	0	0	0	4	2	4	1
Leptotrichia trevisanii	0	0	217	526	215	420	29	4	3	1	1	0	7	1	110	126	15	40	0	0	14	35	0	0	1	2	11	4	0	0	0	0	162	55	373	153	155	60	297	123	21	8	3	1	2	1	0	1	1	0	0	0	0	7	1	0	61	49	57	69	9	6	16	24	0	0	0	0	14	0	25	10	0	0	0	0	1	0	1	1	11	0	2	2
Leptotrichia A sp000469505	0	0	22	67	517	1170	3	5	41	70	8	4	0	5	847	975	156	269	0	0	92	184	0	2	11	6	71	29	0	0	0	0	12	10	44	23	416	101	870	300	3	0	2	3	21	20	39	31	3	5	1	3	0	0	1	4	505	342	503	472	94	62	141	128	0	0	0	0	68	24	120	64	0	0	2	0	8	3	5	1	69	2	24	5
Leptotrichia A sp001274535	2	1	57	188	5942	12227	27	14	110	256	33	39	17	24	6043	6562	888	1370	1	0	461	1151	0	2	12	7	48	12	2	0	1	0	42	15	136	52	4486	1456	9067	3160	12	15	9	5	45	65	99	157	20	13	10	29	14	3	7	17	3417	2626	3064	3498	565	323	697	673	1	0	0	0	336	125	676	475	0	0	1	1	5	7	3	4	44	4	8	4
Leptotrichia A sp905371725	0	1	25	62	2304	4632	28	6	42	85	10	10	0	0	1484	1595	285	440	0	0	129	279	0	0	8	4	28	11	0	0	0	1	18	7	47	15	1781	523	3473	1159	25	3	3	3	20	22	44	41	3	7	4	6	0	0	0	0	867	617	796	799	179	106	224	216	0	0	0	0	90	39	172	107	0	0	0	0	6	2	4	0	26	2	7	4
Leuconostoc mesenteroides	864	291	0	0	0	0	26	1	0	0	29	10	13	3	13	1	1	0	5	0	1	0	0	1	5	4	8	3	718	146	143	148	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	27	2	9	1	13	0	3	0	11	2	1	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	4	1	4	0	8	0	3	0
Leuconostoc pseudomesenteroides	3279	1329	0	0	0	0	0	0	1	2	1	0	0	0	2	0	6	2	0	0	0	0	2	2	1	1	8	5	2558	721	652	677	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	1	8	0	3	2
Ligilactobacillus acidipiscis	4284	1345	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	1	0	0	3429	855	670	675	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	1	0	0	0	0
Limnohabitans sp009923505	1	0	0	1	11	6	0	0	1	3	1224	339	0	0	16	5	19	14	8	0	4	1	0	0	6	1	18	3	0	1	0	0	0	0	1	0	7	4	3	3	0	0	0	0	1	0	1	2	1121	103	249	90	0	0	0	0	6	10	1	4	11	8	10	4	3	5	0	0	3	1	0	1	0	0	0	0	5	1	1	0	11	7	3	0
Lysobacter B sp002798295	0	0	50	31	63	51	28	3	33	21	139	52	8	1	413	61	202	64	0	0	29	22	0	0	1	0	0	0	0	0	0	0	45	5	27	4	46	17	37	14	28	0	0	3	25	8	13	8	79	60	32	20	8	0	1	0	314	99	31	30	151	51	37	27	0	0	0	0	21	8	20	2	0	0	0	0	1	0	0	0	0	0	0	0
Malikia spinosa	0	0	1	2	9	5	3	3	3	1	21	10	0	2	38	4	11	4	1	0	7	0	3	0	1717	315	3	0	0	0	0	0	0	1	2	0	5	4	4	1	2	1	2	1	3	0	0	1	11	10	4	6	0	0	0	2	29	9	1	3	6	5	2	2	1	0	0	0	7	0	0	0	3	0	0	0	1190	527	141	174	2	1	0	0
Massilia alkalitolerans	3	2	1	0	5	0	145	19	5	0	17	0	38	1	15	0	15	2	7	0	7	3	21	2	925	142	21	4	2	1	0	2	1	0	0	0	4	1	0	0	131	14	10	9	4	1	0	0	14	3	0	0	33	5	1	0	8	7	0	0	12	3	2	0	7	0	0	0	7	0	2	1	13	8	1	1	675	250	66	76	18	3	2	2
Mesocricetibacter sp905373425	5	3	51	48	2334	3017	708	131	899	989	2410	1414	0	0	17350	10239	4061	3659	0	0	1176	1128	0	0	9	5	9	6	5	0	3	0	42	9	33	15	1810	524	2222	795	478	230	69	62	478	421	472	517	1212	1198	536	878	0	0	0	0	10236	7114	4748	5491	2695	1366	1755	1904	0	0	0	0	921	255	692	436	0	0	0	0	4	5	3	2	8	1	1	5
Methanobrevibacter olleyae	0	0	7	20	4	12	2	3	69	176	1	0	428	360	92	117	22	47	0	0	358	654	0	0	21	15	5	0	0	0	0	0	5	2	19	1	3	1	7	5	2	0	1	2	34	35	79	97	1	0	0	0	360	68	263	97	41	51	42	75	9	13	28	19	0	0	0	0	272	86	422	232	0	0	0	0	15	6	11	4	0	5	0	0
Methanobrevibacter A gottschalkii	1	5	64	244	22	95	32	29	19	54	3	3	2446	1821	24	25	107	167	0	0	236	403	0	0	95	115	0	2	1	0	1	4	58	6	202	42	19	3	80	15	27	5	21	8	13	6	35	19	3	0	3	0	2246	200	1400	421	17	7	19	6	80	27	96	71	0	0	0	0	217	19	332	71	0	0	0	0	73	22	81	34	0	0	1	1
Methanobrevibacter A millerae	0	1	6	30	2	6	8	6	4	10	0	0	523	590	3	6	25	46	0	0	68	113	0	0	34	24	2	0	0	0	1	0	6	0	26	4	2	0	4	2	1	7	5	1	3	1	4	6	0	0	0	0	484	39	456	134	3	0	4	2	21	4	30	16	0	0	0	0	63	5	86	27	0	0	0	0	32	2	13	11	2	0	0	0
Methanobrevibacter A millerae A	0	0	20	66	7	18	6	8	10	10	0	1	8295	4657	43	25	42	46	0	0	98	107	0	0	38	15	1	0	0	0	0	0	15	5	52	14	7	0	12	6	2	4	6	2	10	0	6	4	0	0	0	1	7828	467	3670	987	32	11	17	8	30	12	27	19	0	0	0	0	92	6	87	20	0	0	0	0	33	5	9	6	1	0	0	0
Methanobrevibacter A oralis	0	0	215	1033	272	944	1474	598	767	1399	140	75	24110	17352	332	360	4126	5967	0	0	6566	10309	0	1	3291	2827	13	11	0	0	0	0	189	26	855	178	229	43	802	142	1047	427	390	208	467	300	863	536	105	35	38	37	22228	1882	13833	3519	225	107	216	144	3082	1044	3542	2425	0	0	0	0	6002	564	8425	1884	0	0	1	0	2576	715	1728	1099	4	9	2	9
Methanobrevibacter A smithii	1	0	5	6	5	13	1	0	1	10	4	0	611	442	6	9	19	25	0	0	32	55	0	0	15	9	0	2	1	0	0	0	3	2	6	0	4	1	10	3	1	0	0	0	0	1	7	3	2	2	0	0	550	61	346	96	5	1	4	5	14	5	15	10	0	0	0	0	29	3	42	13	0	0	0	0	12	3	5	4	0	0	2	0
Methanobrevibacter A smithii A	0	0	13	22	4	5	0	4	2	8	5	0	972	1127	17	12	21	29	0	0	29	44	0	0	24	16	3	1	0	0	0	0	12	1	17	5	4	0	3	2	0	0	3	1	2	0	6	2	4	1	0	0	869	103	881	246	14	3	7	5	15	6	15	14	0	0	0	0	27	2	33	11	0	0	0	0	17	7	9	7	3	0	1	0
Methanobrevibacter A sp017434555	0	0	8	55	9	19	1	1	1	10	2	0	1730	1077	9	7	8	46	0	0	26	52	0	0	6	20	0	0	0	0	0	0	7	1	45	10	8	1	15	4	0	1	1	0	0	1	8	2	0	2	0	0	1603	127	894	183	8	1	7	0	7	1	29	17	0	0	0	0	25	1	40	12	0	0	0	0	5	1	16	4	0	0	0	0
Methanobrevibacter A sp017468685	0	0	34	101	19	32	2	3	2	1	0	0	1223	1168	6	9	20	27	0	0	14	19	0	0	7	10	0	0	0	0	0	0	32	2	83	18	17	2	28	4	2	0	3	0	2	0	0	1	0	0	0	0	1016	207	881	287	2	4	6	3	14	6	19	8	0	0	0	0	12	2	15	4	0	0	0	0	4	3	7	3	0	0	0	0
Methanobrevibacter A sp900317865	0	0	6	29	5	9	5	1	1	9	0	0	550	542	15	7	15	23	0	0	24	47	0	0	8	8	0	0	0	0	0	0	5	1	21	8	5	0	7	2	5	0	0	1	0	1	5	4	0	0	0	0	479	71	409	133	12	3	3	4	10	5	12	11	0	0	0	0	22	2	42	5	0	0	0	0	5	3	6	2	0	0	0	0
Methanobrevibacter A sp900319535	0	0	14	59	4	8	7	5	10	7	0	1	515	576	5	7	39	72	0	0	61	103	0	0	29	20	0	0	0	0	0	0	11	3	46	13	3	1	7	1	5	2	3	2	5	5	2	5	0	0	0	1	463	52	436	140	2	3	5	2	29	10	42	30	0	0	0	0	55	6	85	18	0	0	0	0	24	5	9	11	0	0	0	0
Methanobrevibacter A sp900766745	0	0	2	14	2	6	11	2	5	3	0	0	1057	690	12	16	14	27	0	0	26	42	0	0	8	9	0	0	0	0	0	0	2	0	12	2	0	2	6	0	11	0	1	1	5	0	2	1	0	0	0	0	963	94	554	136	10	2	7	9	12	2	19	8	0	0	0	0	22	4	32	10	0	0	0	0	3	5	9	0	0	0	0	0
Methanobrevibacter A sp902764455	0	0	24	38	12	22	25	3	4	7	0	1	1241	967	14	9	24	32	2	0	43	79	0	0	51	31	0	0	0	0	0	0	22	2	29	9	11	1	19	3	23	2	2	1	4	0	3	4	0	0	1	0	1141	100	719	248	10	4	6	3	14	10	24	8	2	0	0	0	41	2	64	15	0	0	0	0	37	14	18	13	0	0	0	0
Methanobrevibacter A sp902783085	0	0	2	41	6	28	24	6	6	14	0	0	636	584	10	9	23	34	0	0	43	83	0	0	27	20	2	0	0	0	0	0	2	0	33	8	4	2	22	6	21	3	3	3	5	1	9	5	0	0	0	0	515	121	461	123	7	3	7	2	17	6	20	14	0	0	0	0	39	4	57	26	0	0	0	0	23	4	8	12	2	0	0	0
Methanobrevibacter A sp902785855	0	0	23	97	18	22	25	5	5	16	1	1	646	503	11	11	32	51	0	0	59	117	0	0	29	26	0	1	0	0	0	0	20	3	85	12	15	3	20	2	23	2	4	1	4	1	14	2	1	0	1	0	572	74	381	122	8	3	7	4	22	10	28	23	0	0	0	0	50	9	92	25	0	0	0	0	23	6	10	16	0	0	1	0
Methanobrevibacter A woesei	0	0	4	12	4	6	14	0	9	6	0	0	3034	1672	45	26	48	50	0	0	80	113	0	0	16	17	0	0	0	0	0	0	4	0	10	2	3	1	5	1	6	8	0	0	6	3	4	2	0	0	0	0	2712	322	1317	355	32	13	14	12	33	15	27	23	0	0	0	0	69	11	89	24	0	0	0	0	13	3	8	9	0	0	0	0
Methanobrevibacter B sp905235195	0	0	1	4	0	3	15	0	5	4	0	1	671	657	9	4	8	15	0	0	14	21	0	0	5	6	0	0	0	0	0	0	1	0	3	1	0	0	3	0	15	0	0	0	3	2	3	1	0	0	0	1	573	98	489	168	4	5	3	1	6	2	10	5	0	0	0	0	13	1	19	2	0	0	0	0	3	2	1	5	0	0	0	0
Methanobrevibacter C cuticularis	0	0	0	4	0	1	5	2	4	1	0	0	644	485	15	15	9	18	0	0	33	47	0	0	13	10	0	0	0	0	0	0	0	0	4	0	0	0	1	0	3	2	1	1	3	1	0	1	0	0	0	0	595	49	369	116	11	4	9	6	6	3	12	6	0	0	0	0	26	7	40	7	0	0	0	0	9	4	5	5	0	0	0	0
Methanobrevibacter C sp003315655	0	0	1	3	0	0	0	3	1	1	0	0	651	506	11	12	5	8	0	0	19	29	0	0	11	6	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	590	61	383	123	9	2	10	2	3	2	5	3	0	0	0	0	17	2	21	8	0	0	0	0	6	5	3	3	0	0	0	0
Methanobrevibacter C sp009777005	0	0	2	2	0	1	0	2	1	3	1	0	837	506	7	12	5	16	0	0	31	48	0	0	22	15	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	2	1	0	1	0	0	760	77	377	129	4	3	8	4	4	1	11	5	0	0	0	0	25	6	43	5	0	0	0	0	17	5	8	7	0	0	0	0
Methylobacterium organophilum	64	31	3	0	2	1	580	52	16	9	42	14	131	36	2	1	1	1	434	23	6	7	503	69	51	37	308	78	54	10	8	23	0	3	0	0	1	1	1	0	495	85	22	30	10	6	6	3	33	9	5	9	80	51	15	21	1	1	0	1	1	0	0	1	324	110	10	13	4	2	6	1	384	119	28	41	38	13	16	21	224	84	30	48
Methyloceanibacter sp002383105	0	0	1	2	0	1	8	0	2	1	21	8	5	1	2	0	13	1	1190	23	24	5	0	0	1	2	71	6	0	0	0	0	1	0	1	1	0	0	1	0	7	1	0	0	2	0	0	1	14	7	6	2	5	0	1	0	1	1	0	0	8	5	1	0	1106	84	21	2	19	5	5	0	0	0	0	0	0	1	2	0	47	24	4	2
Methylomirabilis sp016207095	0	0	0	1	0	1	657	99	4	0	49	14	20	0	1	0	41	8	1737	39	18	5	0	0	0	0	46	3	0	0	0	0	0	0	0	1	0	0	1	0	523	134	69	30	3	1	0	0	42	7	9	5	17	3	0	0	0	1	0	0	28	13	6	2	1656	81	34	5	18	0	5	0	0	0	0	0	0	0	0	0	18	28	1	2
Microbacterium algeriense	0	2	0	3	4	2	17	0	2	1	4141	674	39	2	8	0	3	0	17	2	4	2	5	0	28	0	0	1	0	0	0	2	0	0	0	3	3	1	2	0	16	1	0	0	1	1	1	0	3697	444	454	220	36	3	2	0	8	0	0	0	3	0	0	0	15	2	1	1	4	0	2	0	5	0	0	0	13	15	0	0	0	0	0	1
Micrococcus endophyticus	31	9	5	3	6	2	408	14	20	8	293	44	74	4	83	5	40	10	44	3	27	15	82	7	33	3	134	13	24	7	1	8	3	2	0	3	5	1	0	2	335	73	9	5	13	7	6	2	256	37	30	14	67	7	1	3	68	15	2	3	29	11	7	3	39	5	0	3	24	3	12	3	60	22	3	4	23	10	1	2	96	38	7	6
Micrococcus luteus	78	17	7	1	1	0	4818	216	293	57	4018	519	624	54	727	32	227	37	434	8	158	57	611	41	216	41	1009	126	60	18	7	10	2	5	0	1	1	0	0	0	4240	578	152	64	261	32	36	21	3610	408	309	210	586	38	39	15	629	98	24	8	181	46	17	20	380	54	5	3	142	16	42	15	488	123	14	27	156	60	19	22	764	245	60	66
Mogibacterium diversum	3	0	32	55	15	26	99	27	62	95	27	15	9	4	194	117	758	619	0	0	149	166	1	1	21	9	40	18	3	0	0	0	31	1	46	9	10	5	22	4	61	38	18	9	41	21	66	29	17	10	10	5	7	2	4	0	128	66	63	54	567	191	355	264	0	0	0	0	134	15	129	37	1	0	0	1	16	5	3	6	40	0	10	8
Mogibacterium pumilum	1	0	288	445	95	129	446	111	599	789	172	73	44	45	831	486	3535	2835	1	0	506	489	7	0	106	61	0	3	1	0	0	0	262	26	362	83	81	14	105	24	323	123	76	35	352	247	458	331	108	64	39	34	38	6	29	16	592	239	252	234	2657	878	1664	1171	1	0	0	0	450	56	377	112	7	0	0	0	73	33	27	34	0	0	2	1
Mogibacterium timidum	0	0	208	432	109	276	25	11	81	97	13	8	48	32	75	67	277	241	0	0	104	117	3	0	29	16	48	11	0	0	0	0	176	32	358	74	89	20	235	41	20	5	6	5	56	25	51	46	11	2	4	4	16	32	21	11	49	26	40	27	206	71	151	90	0	0	0	0	91	13	86	31	2	1	0	0	20	9	8	8	34	14	4	7
Moraxella A cinereus	26	36	0	0	0	1	936	130	44	22	399	119	90	19	140	8	1427	675	89	17	12	10	135	19	49	18	364	81	21	5	18	18	0	0	0	0	0	0	1	0	839	97	96	34	43	1	17	5	369	30	95	24	70	20	9	10	131	9	8	0	1304	123	515	160	85	4	13	4	11	1	9	1	128	7	12	7	38	11	10	8	313	51	54	27
Moraxella A osloensis	20	31	0	0	0	0	1159	167	70	32	601	159	87	13	154	17	3281	1441	108	18	21	12	142	20	47	13	431	92	18	2	14	17	0	0	0	0	0	0	0	0	1046	113	130	37	67	3	25	7	562	39	124	35	86	1	8	5	145	9	15	2	2987	294	1117	324	102	6	6	12	21	0	11	1	107	35	17	3	42	5	8	5	354	77	59	33
Moraxella A sp002478835	21	22	0	0	3	1	875	100	25	24	360	106	84	19	134	12	1993	969	97	15	146	99	112	17	23	11	364	74	16	5	12	10	0	0	0	0	2	1	1	0	800	75	78	22	21	4	18	6	331	29	85	21	81	3	10	9	124	10	8	4	1805	188	755	214	90	7	9	6	143	3	82	17	107	5	7	10	12	11	9	2	305	59	45	29
Muriiphilus lacisalsi	5	2	2	0	1	1	69	10	1	1	7	2	3	2	2	0	4331	3102	11	4	0	2	5	2	3	0	304	76	3	2	1	1	1	1	0	0	1	0	1	0	66	3	8	2	1	0	0	1	5	2	1	1	3	0	1	1	2	0	0	0	3745	586	2434	668	11	0	2	2	0	0	1	1	5	0	1	1	3	0	0	0	185	119	47	29
Murimonas intestini	1	1	5	3	2	3	14	2	1	0	1	0	0	0	3	0	709	362	1	0	1	0	0	0	4	0	89	23	0	1	0	1	5	0	3	0	2	0	3	0	14	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	597	112	276	86	1	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	53	36	9	14
Mycobacterium gordonae	124	19	1	0	2	2	52	26	6	5	23	3	155	30	17	1	3	0	712	24	3	2	859	55	88	23	487	68	115	9	5	14	0	1	0	0	2	0	1	1	39	13	15	11	2	4	3	2	19	4	2	1	114	41	14	16	17	0	0	1	3	0	0	0	641	71	14	10	2	1	1	1	755	104	27	28	74	14	10	13	440	47	32	36
NS-12 sp005877565	0	1	1	1	1	0	50	12	9	8	869	212	59	2	1	0	0	0	4	0	2	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	0	0	35	15	5	7	9	0	6	2	793	76	160	52	59	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NS-12 sp005877615	0	0	0	0	1	0	62	14	8	2	763	183	154	2	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	48	14	8	6	8	0	2	0	687	76	131	52	147	7	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
